TIMEFRAME,CANDLE_NUMBER,SYMBOL,HIGH_PRICE,CLOSE_PRICE,OPEN_PRICE,LOW_PRICE,CLOSE_TIME,TIMESTAMP,OPEN_TIME
1m,1,XRPUSDT,3.1545,3.1545,3.1532,3.1519,2025-08-12 03:31:59:999,2025-08-12 03:32:24:046,2025-08-12 03:31:00:000
